/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/center_2021_11_27_00_02_54_237.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/left_2021_11_27_00_02_54_237.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/right_2021_11_27_00_02_54_237.jpg,0,0,0,15.7809
/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/center_2021_11_27_00_02_54_306.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/left_2021_11_27_00_02_54_306.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/right_2021_11_27_00_02_54_306.jpg,0,0,0,15.65804
/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/center_2021_11_27_00_02_54_373.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/left_2021_11_27_00_02_54_373.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/right_2021_11_27_00_02_54_373.jpg,0,0,0,15.04549
/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/center_2021_11_27_00_02_54_442.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/left_2021_11_27_00_02_54_442.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/right_2021_11_27_00_02_54_442.jpg,0,0,0,15.47535
/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/center_2021_11_27_00_02_54_510.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/left_2021_11_27_00_02_54_510.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/right_2021_11_27_00_02_54_510.jpg,0,0,0,15.35464
/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/center_2021_11_27_00_02_54_577.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/left_2021_11_27_00_02_54_577.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/right_2021_11_27_00_02_54_577.jpg,0,0,0,14.74843
/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/center_2021_11_27_00_02_54_646.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/left_2021_11_27_00_02_54_646.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/right_2021_11_27_00_02_54_646.jpg,0,0,0,14.63111
/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/center_2021_11_27_00_02_54_713.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/left_2021_11_27_00_02_54_713.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/right_2021_11_27_00_02_54_713.jpg,0,0,0,15.05666
/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/center_2021_11_27_00_02_54_781.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/left_2021_11_27_00_02_54_781.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/right_2021_11_27_00_02_54_781.jpg,0,0,0,14.45671
/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/center_2021_11_27_00_02_54_848.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/left_2021_11_27_00_02_54_848.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/right_2021_11_27_00_02_54_848.jpg,0,0,0,14.34148
/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/center_2021_11_27_00_02_54_916.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/left_2021_11_27_00_02_54_916.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/right_2021_11_27_00_02_54_916.jpg,0,0,0,14.76424
/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/center_2021_11_27_00_02_54_984.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/left_2021_11_27_00_02_54_984.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/right_2021_11_27_00_02_54_984.jpg,0,0,0,14.17019
/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/center_2021_11_27_00_02_55_051.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/left_2021_11_27_00_02_55_051.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/right_2021_11_27_00_02_55_051.jpg,0,0,0,14.05693
/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/center_2021_11_27_00_02_55_119.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/left_2021_11_27_00_02_55_119.jpg,/home/mohamed-morsy/PersonalData/Technical/Self-driven car ND/CarND-Behavioral-Cloning-P3/collected_training_data/backward_direction/IMG/right_2021_11_27_00_02_55_119.jpg,0,0,0,14.47681
